Instancia,F(S),Tiempo,SOTA_FS,SOTA_Tiempo,Dev,isBest?
AUpdata_ta_ca_80_300_2_100_1,133691.603203246,0.4259835,133691.6032032461,34.379676372,-8.707751200346753e-16,1
AUpdata_ta_ca_80_300_2_100_2,184243.613956164,0.4690486,184243.61395616372,173.610056406,1.4216746430783986e-15,1
AUpdata_ta_ca_80_300_2_100_3,152493.725054202,0.4126815,152493.72505420214,208.932798523,-9.54263214646671e-16,1
AUpdata_ta_ca_80_300_2_100_4,179597.009712763,0.5200766,179597.00971276258,103.009361133,2.430761277981249e-15,1
AUpdata_ta_ca_80_300_2_100_5,157110.629563997,0.4324593,157110.62956399727,58.190837114,-1.6671976608935122e-15,1
AUpdata_ta_ca_80_300_2_50_1,140312.415973044,0.4674539,140312.41597304348,46.175591894,3.733589394696555e-15,1
AUpdata_ta_ca_80_300_2_50_2,170050.104696613,0.5220499,170050.10469661292,155.161787661,5.134456784132765e-16,1
AUpdata_ta_ca_80_300_2_50_3,163603.609040143,0.4984796,163603.60904014332,29.305116394,-1.956815848393159e-15,1
AUpdata_ta_ca_80_300_2_50_4,155538.623286474,0.5199814,155538.623286474,81.949033782,0.0,1
AUpdata_ta_ca_80_300_2_50_5,143064.652177733,0.4823277,143064.6521777332,30.494014714,-1.4240192115662535e-15,1
AUpdata_ta_ca_80_300_3_100_1,113531.669896477,0.7880654,113531.66989647718,34.710322995,-1.5380993065602805e-15,1
AUpdata_ta_ca_80_300_3_100_2,113330.371778238,0.8021255,113330.37177823848,19.471769203,-4.237286042578004e-15,1
AUpdata_ta_ca_80_300_3_100_3,111766.698923632,0.889123,111629.07265409769,83.117330254,0.001232889123434378,0
AUpdata_ta_ca_80_300_3_100_4,119614.777716507,0.8498412,119614.77771650691,135.748775131,7.29939001158651e-16,1
AUpdata_ta_ca_80_300_3_100_5,119365.860788478,0.834465,119365.86078847839,103.683194177,-3.1696650402244477e-15,1
AUpdata_ta_ca_80_300_3_50_1,154031.565722214,0.9466263,154031.56572221377,74.408074271,1.5115774650617071e-15,1
AUpdata_ta_ca_80_300_3_50_2,125555.733025098,0.7569969,125555.73302509794,97.272749328,4.636001838468977e-16,1
AUpdata_ta_ca_80_300_3_50_3,188209.476447667,0.8104133,188209.476447667,134.669605817,0.0,1
